k,chi2_rank1,M,N,kept_points,total_images,images_per_point,sigma_min,sigma_2,sigma_max,tau,condition_number,below_tau,numerical_rank,nullity,frac_below_5tau,gram_frac_below_5tau_sq,gram_smallest_20,gram_largest_5,rho_min,rho_max,rho_max_original,adaptive_expansions,failure_reason
9.8,0.000559113207316586,8106,400,15,500,33.333333333333336,0.02364557479353349,1.2950243769505367,1.3098749704721415,2.357635533611275e-12,55.396199158176586,0,400,0,0.0,0.0,"[0.0016090246761865476, 0.0015602723419392147, 0.001473037532768672, 0.0014405660999252138, 0.0014046694316257615, 0.0012584467765092882, 0.0012236802242123325, 0.0011513881860736371, 0.0011392759299155145, 0.001055129363324283, 0.0010139790728926391, 0.0009322315600506292, 0.0008961686406559928, 0.0008404248443951791, 0.0007811638091149998, 0.0007583296822229024, 0.0006977658295078563, 0.0006339728630474719, 0.0005766180026789724, 0.0005591132073165826]","[1.7157724382693895, 1.6770881368961252, 1.5875730892196562, 1.5246353175827903, 1.5219642520133851]",1.2401655044260897,3.339558389849811,1.839558389849811,6,
