k,chi2_rank1,M,N,kept_points,total_images,images_per_point,sigma_min,sigma_2,sigma_max,tau,condition_number,below_tau,numerical_rank,nullity,frac_below_5tau,gram_frac_below_5tau_sq,gram_smallest_20,gram_largest_5,rho_min,rho_max,rho_max_original,adaptive_expansions,failure_reason
2.5,0.009537645084545573,5561,169,20,471,23.55,0.09766086772369767,1.0791973407646598,1.1043254445259472,1.3636100686406731e-12,11.307757859067022,0,169,0,0.0,0.0,"[0.0646648173012669, 0.0640116257567417, 0.06276559991549725, 0.06086621817810481, 0.05711752922706404, 0.0566577587410071, 0.05433014102878453, 0.052946601257105624, 0.05212392981431335, 0.04900663305682945, 0.04646235271951455, 0.045339271348411564, 0.04287990428979796, 0.04179061250535925, 0.03737846824627839, 0.03664645511466531, 0.03347840092236752, 0.029833684412999016, 0.025450802386086723, 0.009537645084545618]","[1.2195346874274304, 1.1646669003135148, 1.1221401277019198, 1.1093620514537763, 1.0565361489224991]",2.658640254749467,3.4517084602419166,3.4517084602419166,0,
