k,chi2_rank1,M,N,kept_points,total_images,images_per_point,sigma_min,sigma_2,sigma_max,tau,condition_number,below_tau,numerical_rank,nullity,frac_below_5tau,gram_frac_below_5tau_sq,gram_smallest_20,gram_largest_5,rho_min,rho_max,rho_max_original,adaptive_expansions,failure_reason
3.5,0.018099508035425985,3253,196,30,451,15.033333333333333,0.13453441208637287,1.164571316678474,1.3225154179974625,9.552675661041445e-13,9.8303132818419,0,196,0,0.0,0.0,"[0.048720800881295656, 0.04658113899225207, 0.0437954205903016, 0.04325125002169784, 0.04081980554016028, 0.03922249132278438, 0.03712703949224495, 0.034954828898876196, 0.03392295742285814, 0.03185846050586794, 0.031206519475842413, 0.030654110990354023, 0.028530120197145837, 0.027276703289193675, 0.025776711167749544, 0.02446035734251039, 0.02381081748617141, 0.02173710684264282, 0.019626749047853314, 0.01809950803542577]","[1.749047030841003, 1.3562263516302364, 1.2869587771776043, 1.2396888100261843, 1.1888190024010088]",2.0886485855624723,2.932563675002094,2.932563675002094,0,
