k,chi2_rank1,M,N,kept_points,total_images,images_per_point,sigma_min,sigma_2,sigma_max,tau,condition_number,below_tau,numerical_rank,nullity,frac_below_5tau,gram_frac_below_5tau_sq,gram_smallest_20,gram_largest_5,rho_min,rho_max,rho_max_original,adaptive_expansions,failure_reason
9.8,4.443966903362933e-33,1515,400,19,247,13.0,6.376549314360704e-17,0.7719077434699506,0.7926049113753858,2.666303712781003e-13,1.2429997359078688e+16,1,228,172,0.43,0.2125,"[-1.538714663102939e-16, -1.57793668040168e-16, -1.6361298576742254e-16, -1.6669012373495076e-16, -1.691969514231221e-16, -1.720461879980912e-16, -1.7996915500345674e-16, -1.847005690076247e-16, -1.8629231181455597e-16, -1.91098005014316e-16, -1.9309393467316995e-16, -1.969960572626587e-16, -1.9935594859490629e-16, -2.0506942560072185e-16, -2.1064521872953496e-16, -2.1596990831653102e-16, -2.230108823501963e-16, -2.305449679060111e-16, -2.357225680858035e-16, -2.43735950512039e-16]","[0.6282225455363821, 0.5958415644288706, 0.5773441873603242, 0.5546530354847661, 0.534529636650063]",1.2401655044260897,2.589558389849811,1.839558389849811,3,
