k,chi2_rank1,M,N,kept_points,total_images,images_per_point,sigma_min,sigma_2,sigma_max,tau,condition_number,below_tau,numerical_rank,nullity,frac_below_5tau,gram_frac_below_5tau_sq,gram_smallest_20,gram_largest_5,rho_min,rho_max,rho_max_original,adaptive_expansions,failure_reason
1.5,0.016591510675050773,14850,144,10,550,55.0,0.12880803808400618,0.8665203013020473,0.8937241029368024,2.9469322379264176e-12,6.9384187216168325,0,144,0,0.0,0.0,"[0.04007244058382263, 0.03871345258000543, 0.03847763083262693, 0.03727933484891754, 0.03520382528418672, 0.03461047747852554, 0.033251848169257, 0.03136421853541116, 0.02929770760795156, 0.02779459791704811, 0.027479014861493973, 0.026733029185943072, 0.02621460707387294, 0.02343987047950126, 0.02271713490529041, 0.02171738622617306, 0.020274226956357975, 0.019725378896317494, 0.018540004113990288, 0.016591510675050745]","[0.798742772170192, 0.750857432568591, 0.7420802607671091, 0.6929112921691781, 0.6818010269667842]",3.7484872166248504,4.475695640246066,4.475695640246066,0,
